ean,desc,marca,rubro,cat,slot,cad,prov,suc,precio,Popular,Media,Ejecutiva,Tecnológica,Representativa,Femenina
7790132098459,Lavandina Concentrada Ayudín 1 Lt,Ayudín,Limpieza,Lavandina,Lavandina,5,24,2480,1307.5,2.0,2.0,0.0,0.0,2.0,0.0
7793253003722,Lavandina Lavanda Triple Poder Ayudín 2 Lt,Ayudín,Limpieza,Lavandina,Lavandina,5,24,2380,3640.0,0.0,0.0,2.0,0.0,0.0,0.0
7791290795617,Limpiador Vidrios y Multiuso Gatillo Expert Cif 500 Ml,Cif,Limpieza,Limpieza Piso y Muebles,Limpiavidrios,5,24,2134,4502.625,0.0,0.0,1.0,0.0,0.0,0.0
7790117000200,Bolsas de Residuos de 45 Cm 60 Cm en Rollo Asurin 30 Un,Asurín,Limpieza,Limpieza de Cocina,Bolsas residuo,5,24,1489,5600.0,1.0,1.0,1.0,0.0,1.0,0.0
7790990003039,Detergente Limón Magistral 20 Un 500 Ml,Magistral,Limpieza,Limpieza de Cocina,Detergente vajilla,5,24,2478,4424.580078125,0.0,2.0,0.0,0.0,2.0,0.0
7791290794054,Detergente Líquido Bioactive Limón Cif 300 Ml,Cif,Limpieza,Limpieza de Cocina,Detergente vajilla,5,24,2656,2700.0,1.0,2.0,2.0,0.0,2.0,0.0
7791290792814,Jabón Líquido para Ropa Bio Encimas Skip 800 Ml,Skip,Limpieza,Limpieza de Ropa,Jabon liquido ropa,5,24,2645,4745.0,0.0,1.0,2.0,0.0,1.0,0.0
7791290792036,Jabón Líquido para Ropa Eco Lavado Doypack Ala Matic 3 Lt,Ala Matic,Limpieza,Limpieza de Ropa,Jabon liquido ropa,5,24,2282,14190.0,1.0,0.0,0.0,0.0,0.0,0.0
7791290793460,Jabón de Lavar en Pan Fragancia Coco Ala 2 Un 200 Gr,Ala,Limpieza,Limpieza de Ropa,Jabon en pan,5,24,1804,3520.0,1.0,1.0,0.0,0.0,1.0,0.0
7791290792142,Jabón en Polvo Matic Mañana de Sol Ala 800 Gr,Ala,Limpieza,Limpieza de Ropa,Jabon polvo ropa,5,24,2248,3850.0,1.0,0.0,0.0,0.0,1.0,0.0
7891150000971,Suavizante para Ropa Concentrado Cuidado Intesivo Comfor 500 Ml,Comfort,Limpieza,Limpieza de Ropa,Suavizante,5,24,2504,9063.0,0.0,1.0,2.0,0.0,1.0,0.0
7790250015536,Papel Higiénico Doble Hoja Manzanilla Higienol 4 Un 30 Mt,Higienol,Limpieza,Papeles,Papel higienico,5,24,2255,4069.58935546875,0.0,0.0,4.0,0.0,0.0,0.0
7790250016182,Papel Higiénico Fresh Hoja Simple con Aloe Vera Higienol 4 Un 30 Mt,Higienol,Limpieza,Papeles,Papel higienico,5,24,2439,2400.5,0.0,3.0,0.0,0.0,3.0,0.0
7793344904143,Papel Higiénico Hoja Simple Blanco Elegante Pack 4 Un 120 Mt,Elegante,Limpieza,Papeles,Papel higienico,4,24,1094,2570.066650390625,2.0,0.0,0.0,0.0,0.0,0.0
7790250056881,Rollos de Cocina Clásico 50 Paños Sussex 3 Un,Sussex,Limpieza,Papeles,Rollo cocina,5,24,2422,2931.0,0.0,2.0,2.0,0.0,2.0,0.0
7790250057765,Servilletas Papel Hoja Simple Clásica 30X30 Sussex 80 Un,Sussex,Limpieza,Papeles,Servilletas,5,24,2440,2105.0,1.0,1.0,1.0,0.0,1.0,0.0
8445290057433,Alimento para Gatos Adultos Pescado y Pollo Cat Chow 1 Kg,Cat Chow,Mascotas,Alimentos para Gatos,Alimento gato,5,24,2397,8440.0,0.0,1.0,1.0,0.0,0.5,0.0
8445290944559,Alimento para Perro Cachorro Gran Comienzo Dog Chow 3 Kg,Dog Chow,Mascotas,Alimentos para Perros,Alimento perro,5,24,1627,15230.0,0.0,0.0,1.0,0.0,0.0,0.0
7613287613431,Alimento para Perros Adultos Bolsa Dogui 3 Kg,Dogui,Mascotas,Alimentos para Perros,Alimento perro,5,24,1665,9688.0,1.0,1.0,0.0,0.0,1.0,0.0
7799111033290,Pava Eléctrica Blanca con Corte 1.7 Lt Atma 1 Un,Atma,Pequeños Electrodomésticos,Electrodomésticos de Cocina,Pava electrica,4,24,148,52999.0,0.0,0.0,0.0,1.0,0.0,0.0
0053891142960,Plancha A Vapor Oster Gcstbs5905,S/D,Pequeños Electrodomésticos,Electrodomésticos de Hogar,Plancha,4,24,173,87427.5703125,0.0,0.0,0.0,1.0,0.0,0.0
0034264476424,Licuadora De Mano Oster Fpsthb2800 354 Negra 800 W,S/D,Pequeños Electrodomésticos,Licuadoras,Licuadora,5,23,98,189741.859375,0.0,0.0,0.0,1.0,0.0,0.0
7790064001909,Algodón Discos Redondos Estrella 80 Un,Estrella,Perfumería,Cuidado Corporal,Algodon discos Estrella 80u,5,24,2326,3390.0,0.0,0.0,0.0,0.0,0.0,1.0
7790064000261,Algodón Estrella Clásico 75 Gr,Estrella,Perfumería,Cuidado Corporal,Panuelos/hisopos/algodon,5,24,2762,1420.0,0.0,1.0,1.0,0.0,1.0,0.0
7506460101279,Banda de Cera Depilatoria Corporal Piel Sensible Veet 12 Un,Veet,Perfumería,Cuidado Corporal,Bandas cera Veet corporal,5,24,1053,9050.0,0.0,0.0,0.0,0.0,0.0,1.0
4005808319695,Crema Corporal Milk Nutritiva Piel Extra Seca Nivea Body 400 Ml,Nivea,Perfumería,Cuidado Corporal,Crema corporal/manos,5,24,2360,12193.0,0.0,1.0,1.0,0.0,1.0,1.0
8002990292139,Crema Depilatoria Piel Sensible Silck & Fresh Veet Caja 100 Ml,Veet,Perfumería,Cuidado Corporal,Crema depilatoria Veet,5,24,1938,10150.0,0.0,0.0,0.0,0.0,0.0,1.0
7791293043791,Desodorante Aerosol Marine Axe 150 Cc,Axe,Perfumería,Cuidado Corporal,Desodorante,5,24,2773,4705.0,1.0,0.0,0.0,0.0,0.0,0.0
7791293049502,Desodorante Aerosol Men Rexona 150 Ml,Rexona,Perfumería,Cuidado Corporal,Desodorante,5,24,2680,4889.0,0.0,2.0,3.0,0.0,2.0,0.0
7791293049557,Desodorante Aerosol Women Nutrivive Rexona 150 Ml,Rexona,Perfumería,Cuidado Corporal,Deo Rexona Women aerosol,5,24,2703,4969.0,0.0,0.0,0.0,0.0,0.0,2.0
7791293051208,Jabón de Tocador Original Dove 90 Gr,Dove,Perfumería,Cuidado Corporal,Jabon tocador,5,24,2480,2611.0,0.0,3.0,4.0,0.0,3.0,0.0
7891024034781,Jabón de Tocador con Karite Palmolive 85 Gr,Palmolive,Perfumería,Cuidado Corporal,Jabon tocador,5,24,2232,965.9642944335938,2.0,0.0,0.0,0.0,0.0,0.0
7500435173100,Crema Afeitar Protectora Suave y Lisa Venus 150 Ml,Venus,Perfumería,Cuidado Facial,Crema afeitar Venus 150ml,5,24,641,8528.0,0.0,0.0,0.0,0.0,0.0,1.0
7702018072392,Rasuradora Desechable Simply Venus Gillette 2 Un,Gillette,Perfumería,Cuidado Facial,Rasuradora Simply Venus 2u,5,24,2512,7313.0,0.0,0.0,0.0,0.0,0.0,1.0
7500435225366,Repuesto Máquina Afeitar Carbono Gillette Mach 3 2 Un,Gillette,Perfumería,Cuidado Facial,Afeitadora/espuma (hombre),5,24,2057,12290.0,1.0,1.0,1.0,0.0,1.0,0.0
7702018072477,Repuesto Rasuradora Recargable Venus Gillette 2 Un,Gillette,Perfumería,Cuidado Facial,Repuesto Venus,5,24,1857,10800.0,0.0,0.0,0.0,0.0,0.0,0.5
4005900985828,Toallitas Desmaquillantes Micellair 3 en 1 Nivea 25 Un,Nivea,Perfumería,Cuidado Facial,Desmaquillante,5,24,1727,8245.0,0.0,0.0,0.0,0.0,0.0,1.0
5900273001566,Cepillo Dental Colgate Extra Clean 1 Un,Colgate,Perfumería,Cuidado Oral,Cepillo dental,5,24,2333,2882.857177734375,0.0,1.0,1.0,0.0,1.0,0.0
7509546687292,Crema Dental Doble Protección Odol 90 Gr,Odol,Perfumería,Cuidado Oral,Pasta dental,5,24,2305,2930.71435546875,1.0,0.0,0.0,0.0,0.0,0.0
7509546702605,Crema Dental Total Original Mint Colgate 90 Gr,Colgate,Perfumería,Cuidado Oral,Pasta dental,5,24,2151,6540.0,0.0,0.0,2.0,0.0,0.0,0.0
7793100111891,Crema Dental Ultra Blanco Colgate 90 Gr,Colgate,Perfumería,Cuidado Oral,Pasta dental,5,24,2490,3111.0,0.0,1.0,0.0,0.0,1.0,0.0
7891010255237,Enjuague Bucal Cool Mint Listerine 500 Ml,Listerine,Perfumería,Cuidado Oral,Enjuague bucal,5,24,2031,7800.0,0.0,0.0,1.0,0.0,0.0,0.0
7791293047515,Acondicionador Oleo Nutrición Dove 400 Cc,Dove,Perfumería,Cuidado del Cabello,Acondicionador,5,24,2785,8717.5,0.0,1.0,1.0,0.0,1.0,1.0
7791293045740,Shampoo Crema Balance Sedal 340 Ml,Sedal,Perfumería,Cuidado del Cabello,Shampoo,5,24,2770,5870.0,1.0,0.0,0.0,0.0,0.0,0.0
7791293047102,Shampoo Reconstrucción Completa Dove 400 Ml,Dove,Perfumería,Cuidado del Cabello,Shampoo,5,24,2782,8717.5,0.0,1.0,2.0,0.0,1.0,1.0
7509552924121,Tintura Coloración Permanente 50 Castaño Nutrisse 1 Un,Nutrisse,Perfumería,Cuidado del Cabello,Tintura Nutrisse,5,24,1817,17293.5703125,0.0,0.0,0.0,0.0,0.0,1.0
7790139101053,Alcohol Etílico al 70% Spray Bialcohol 100 Ml,Bialcohol,Perfumería,Productos Farmacéuticos,Alcohol,5,23,1042,3550.0,0.0,1.0,1.0,0.0,1.0,0.0
7790010002899,Protectores Diarios Todoslosdias Compact Carefree 80 Un,Carefree,Perfumería,Protección Femenina,Protectores diarios Carefree 80u,5,24,2104,8680.0,0.0,0.0,0.0,0.0,0.0,1.0
7891010254773,Tampones Medio O.B. 8 Un,O.B.,Perfumería,Protección Femenina,Tampones O.B. medio 8u,4,24,2382,4130.0,0.0,0.0,0.0,0.0,0.0,2.0
7790770601851,Toallas Femeninas Nocturna Max Nosotras 8 Un,Nosotras,Perfumería,Protección Femenina,Toallas nocturnas Nosotras 8u,5,24,2606,3750.0,0.0,0.0,0.0,0.0,0.0,1.0
7790010002769,Toallas Femeninas con Alas Ultrafina Suave Siempre Libre 8 Un,Siempre Libre,Perfumería,Protección Femenina,Toallitas femeninas,5,24,2760,2489.0,1.0,2.0,2.0,0.0,2.0,2.0
7796941329296,"Smart Tv Qled 43"" Fhd 43s5k Go Tcl 1 Un",Tcl,Tv Audio y Video,Tv,Televisor,5,24,431,518180.8125,0.0,0.0,0.0,1.0,0.0,0.0
